STATION_CODE,STATION_NAME,DIVISION,ZONE,DISTRICT,STATE,WORKING HOURS FROM,WORKING HOURS TO,TERMINAL TYPE,AVG. RAKES HANDLING,LINE COUNT,HANDLING TYPE,WAREHOUSE_AVAILABLE (YES/NO),OWNER,ASSOCIATED WEIGHBRIDGE,ALTERNATE WEIGHBRIDGE,TANK HANDLING (YES/NO),LATITUDE,LONGITUDE
VIPS,M/S VIDARBHA INDUSTRIES POWER LTD,NGP,CR,NAGPUR,MAHARASHTRA,,,PRVT-SDNG,4.9,5.0,MECHANICAL,N,VBIP,BTBR,,N,20.816056,78.882952
WANI,WANI,NGP,CR,YAVATMAL,MAHARASHTRA,00:00,23:59,GOODS-SHED,6.6,2.0,MECHANICAL,N,IR,WANI,,N,20.06675,78.96060833
WNGS,WANI NEW GOODS SHED,NGP,CR,YAVATMAL,MAHARASHTRA,00:00,23:59,GOODS-SHED,8.5,,,,,,,,20.06675,78.96060833
WR,WARDHA JN.,NGP,CR,WARDHA,MAHARASHTRA,00:00,23:59,GOODS-SHED,9.6,1.0,MANUAL,Y,IR,BTBR,,N,20.73270556,78.59488889
ANG,AHMEDNAGAR,PUNE,CR,AHMEDNAGAR,MAHARASHTRA,00:00,23:59,GOODS-SHED,6.6,3.0,MANUAL,N,IR,,,N,19.07422,74.72182333
BAP,BELAPUR,PUNE,CR,AHMEDNAGAR,MAHARASHTRA,00:00,23:59,GOODS-SHED,7.8,1.0,MANUAL,N,IR,-NA-,,N,19.619965,74.659995
BFSG,"BHARAT FORGE CO SDG, HADAPSAR",PUNE,CR,PUNE,MAHARASHTRA,06:00,22:00,PRVT-SDNG,6.0,2.0,MECHANICAL,N,BF,,,Y,18.526817,73.927774
BPAL,M/S BPCL PRIVATE SIDING,PUNE,CR,PUNE,MAHARASHTRA,00:00,23:59,PRVT-SDNG,3.2,,,,,,,,18.46305,74.0643095
BRMT,BARAMATI,PUNE,CR,PUNE,MAHARASHTRA,06:00,22:00,GOODS-SHED,6.1,1.0,MANUAL,N,IR,,,N,18.15362833,74.57790917
CCH,CHINCHVAD,PUNE,CR,PUNE,MAHARASHTRA,06:00,22:00,CRT,3.1,1.0,MECHANICAL,N,IR,-NA-,,N,18.64051867,73.7912475
CMSG,"CENTRAL ORDINANCE DEPOT, DEHU ROAD",PUNE,CR,PUNE,MAHARASHTRA,06:00,22:00,RLY-SDNG,6.1,1.0,MANUAL,N,MILY,-NA-,,N,18.680276,73.734269
CPSG,"ORDINANCE DEPOT SDG, TALEGAON DABHADE",PUNE,CR,PUNE,MAHARASHTRA,06:00,22:00,RLY-SDNG,9.7,1.0,MANUAL,N,MILY,-NA-,,N,18.70107,73.706031
CWHC,CENTRAL WAREHOUSE SIDING,PUNE,CR,SANGLI,MAHARASHTRA,06:00,22:00,PRVT-SDNG,3.9,2.0,MANUAL,Y,CWC,,,N,16.819946,74.638839
DASG,"DEHU AMMUNITION DEPOT, SHELARWADI",PUNE,CR,PUNE,MAHARASHTRA,06:00,22:00,RLY-SDNG,2.6,1.0,MANUAL,N,MILY,-NA-,,N,18.70107,73.706031
DD,DAUND JN.,PUNE,CR,PUNE,MAHARASHTRA,06:00,22:00,GOODS-SHED,7.7,2.0,MANUAL,N,IR,,,Y,18.46374833,74.57912167
FSG,PHURSUNGI,PUNE,CR,PUNE,MAHARASHTRA,00:00,23:59,CRT,3.0,,,,,,,,18.45725583,74.002013
GHSG,GHORPURI  GRAIN GODOWN SIDING,PUNE,CR,PUNE,MAHARASHTRA,06:00,22:00,PRVT-SDNG,1.6,1.0,MANUAL,Y,FCI,,,N,18.529178,73.872886
GRMT,GUD MARKET,PUNE,CR,KOLHAPUR,MAHARASHTRA,06:00,22:00,GOODS-SHED,1.2,4.0,MANUAL,N,IR,,,N,16.70125117,74.2677795
HPLC,HPCL(POL) SIDING-BHILAVDI,PUNE,CR,SANGLI,MAHARASHTRA,06:00,22:00,PRVT-SDNG,7.1,2.0,MECHANICAL,N,HPC,,,Y,17.007668,74.516401
HPLG,"HPC OIL TERMINAL SIDING, LONI",PUNE,CR,PUNE,MAHARASHTRA,00:00,23:59,PRVT-SDNG,5.6,3.0,MECHANICAL,N,HPCH,,,Y,18.491331,74.020214
KK,KHADKI,PUNE,CR,PUNE,MAHARASHTRA,06:00,22:00,GOODS-SHED,5.2,4.0,MANUAL,N,IR,,,N,18.5623795,73.8415295
KPG,KOPARGAON,PUNE,CR,AHMEDNAGAR,MAHARASHTRA,06:00,22:00,GOODS-SHED,2.9,1.0,MANUAL,N,IR,AAK,,N,19.903475,74.50367333
KRD,KARAD,PUNE,CR,SATARA,MAHARASHTRA,06:00,22:00,GOODS-SHED,3.7,2.0,MANUAL,N,IR,,,N,17.30983233,74.21690217
KVSG,"ARMOURED FIGHTING VEHICLE DEPOT SIDING,  KHADKI",PUNE,CR,PUNE,MAHARASHTRA,06:00,22:00,RLY-SDNG,2.2,1.0,MANUAL,N,MILY,-NA-,,N,18.56311,73.840613
LNN,LONAND,PUNE,CR,SATARA,MAHARASHTRA,06:00,22:00,GOODS-SHED,3.3,1.0,MANUAL,N,IR,,,N,18.04052383,74.19032283
LONI,LONI,PUNE,CR,PUNE,MAHARASHTRA,00:00,23:59,GOODS-SHED,6.7,2.0,MECHANICAL,N,IR,,,N,18.49111483,74.02072467
MRJ,MIRAJ JN.,PUNE,CR,SANGLI,MAHARASHTRA,06:00,22:00,CRT,2.3,2.0,MANUAL,N,IR,,,Y,16.819216,74.638966
PPCP,M/S PENNA CEMENT INDUSTRIES LTD,PUNE,CR,PUNE,MAHARASHTRA,06:00,22:00,PRVT-SDNG,3.1,2.0,MECHANICAL,N,PCIL,,,N,18.473911,74.467907
PSIA,POL SIDING FOR ICL/AKOLNER-AKOLNER,PUNE,CR,AHMEDNAGAR,MAHARASHTRA,06:00,22:00,PRVT-SDNG,7.5,1.0,MECHANICAL,N,IOC,,,Y,18.985519,74.66918
RRI,RAHURI,PUNE,CR,AHMEDNAGAR,MAHARASHTRA,06:00,22:00,GOODS-SHED,5.0,1.0,MANUAL,N,IR,AAK,,N,19.41360667,74.67752833
SCGP,M/S MAHARASHTRA CEMENT PLANT (A UNIT OF SHRI CEMENT L),PUNE,CR,PUNE,MAHARASHTRA,06:00,22:00,PRVT-SDNG,4.7,,,,,,,,18.47394467,74.46822783
SGND,SHRIGONDA ROAD,PUNE,CR,AHMEDNAGAR,MAHARASHTRA,00:00,23:59,GOODS-SHED,3.7,,,,,,,,18.598625,74.64198333
SLI,SANGLI,PUNE,CR,SANGLI,MAHARASHTRA,06:00,22:00,GOODS-SHED,1.6,2.0,MANUAL,N,IR,-NA-,,N,16.8573575,74.58891667
SSV,SASWAD ROAD,PUNE,CR,PUNE,MAHARASHTRA,06:00,22:00,GOODS-SHED,1.9,2.0,MANUAL,Y,IR,,,N,18.47295117,73.95469133
STR,SATARA,PUNE,CR,SATARA,MAHARASHTRA,06:00,22:00,GOODS-SHED,9.4,3.0,MANUAL,N,IR,,,N,17.68860483,74.063342
UTCU,M/S ULTRATECH CEMENT SIDING,PUNE,CR,PUNE,MAHARASHTRA,,,PRVT-SDNG,5.2,2.0,MECHANICAL,N,UCLH,,,N,18.494017,74.1366
VL,VILAD,PUNE,CR,AHMEDNAGAR,MAHARASHTRA,00:00,23:59,GOODS-SHED,3.6,,,,,,,,19.19852333,74.674755
YL,YEOLA,PUNE,CR,NASHIK,MAHARASHTRA,06:00,22:00,GOODS-SHED,2.3,1.0,MANUAL,N,IR,AAK,,N,20.022655,74.49642333
ARAG,ARAG,SUR,CR,SANGLI,MAHARASHTRA,,,GOODS-SHED,4.8,1.0,MANUAL,N,IR,ARAG,,N,16.82265667,74.78813833
BALE,BALE,SUR,CR,SOLAPUR,MAHARASHTRA,00:00,23:59,GOODS-SHED,3.8,1.0,MANUAL,N,IR,,,N,17.67628333,75.84526333
BGVN,BHIGVAN,SUR,CR,PUNE,MAHARASHTRA,06:00,22:00,GOODS-SHED,1.6,4.0,MANUAL,N,IR,WADI,,N,18.31709,74.774745
BPGH,M/S BPCL HIRENANDURU,SUR,CR,KALABURAGI,KARNATAKA,00:00,23:59,PRVT-SDNG,9.2,,,,,,,,17.25856667,76.87236333
BTW,BARSI TOWN,SUR,CR,SOLAPUR,MAHARASHTRA,,,GOODS-SHED,5.8,1.0,MANUAL,N,IR,PJR,,N,18.24093333,75.71824
CCCT,M/S CHETTINAD CEMENT CORPORATION PVT. LTD.,SUR,CR,SOLAPUR,MAHARASHTRA,,,PRVT-SDNG,9.1,5.0,MECHANICAL,N,CCC,ZCT,,N,17.503283,76.069078
HPSG,POL SIDING OF IOC LTD.,SUR,CR,KALABURAGI,KARNATAKA,06:00,18:00,PRVT-SDNG,5.9,1.0,MECHANICAL,N,IOC,,,Y,17.258285,76.872282
KVK,KAVATHE-MAHANKAL,SUR,CR,SANGLI,MAHARASHTRA,06:00,22:00,GOODS-SHED,4.5,1.0,MANUAL,N,IR,ARAG,,N,16.99349333,74.93625
KWV,KURDUWADI JN.,SUR,CR,SOLAPUR,MAHARASHTRA,06:00,22:00,GOODS-SHED,6.5,2.0,MANUAL,N,ZUAR,ZCT,,Y,18.09209,75.41727667
LUR,LATUR,SUR,CR,LATUR,MAHARASHTRA,06:00,22:00,GOODS-SHED,9.5,2.0,MANUAL,N,IR,,,N,18.42969833,76.555775
MBSH,"BIRLA SUPER CEMENT SIDING(GRASIM CEMENT), HOTGI JN.",SUR,CR,SOLAPUR,MAHARASHTRA,00:00,23:59,PRVT-SDNG,2.3,8.0,MECHANICAL,N,UTCL,PSNH,,N,17.565238,75.989513
PIOP,POL SIDING/PAKNI-PAKNI,SUR,CR,SOLAPUR,MAHARASHTRA,06:00,22:00,PRVT-SDNG,4.5,2.0,MECHANICAL,N,IOC,,,Y,17.730865,75.77013
PSNH,M/S NATIONAL THERMAL POWER CORPORATION LTD,SUR,CR,SOLAPUR,MAHARASHTRA,06:30,18:30,PRVT-SDNG,6.9,21.0,MECHANICAL,N,IR,MBSH,,Y,17.565238,75.989513
PVR,PANDHARPUR,SUR,CR,SOLAPUR,MAHARASHTRA,,,GOODS-SHED,4.8,1.0,MANUAL,N,IR,AA,,N,17.66902167,75.31946833
SDSG,JAYPEE CEMENT CORPORATION LTD,SUR,CR,KALABURAGI,KARNATAKA,00:00,23:59,RLY-SDNG,4.3,4.0,BOTH,N,JCCL,AKOR,,N,17.121843,76.943693
SUR,SOLAPUR JN.,SUR,CR,SOLAPUR,MAHARASHTRA,00:00,23:59,GOODS-SHED,8.7,1.0,MANUAL,N,IR,S,,N,17.66430556,75.89321111
TJSP,TAJ SULTANPUR,SUR,CR,KALABURAGI,KARNATAKA,06:00,22:00,GOODS-SHED,7.2,1.0,MANUAL,N,IR,BBD,,N,17.38178667,76.83074167
UMD,USMANABAD,SUR,CR,OSMANABAD,MAHARASHTRA,,,GOODS-SHED,8.6,1.0,MANUAL,N,IR,PK,,N,18.24798333,76.02275167
WADI,WADI JN.,SUR,CR,KALABURAGI,KARNATAKA,00:00,23:59,GOODS-SHED,7.1,2.0,MANUAL,N,IR,BBD,,N,17.05469167,76.99193056
WDSG,"ASSOCIATE CEMENT CO. LTD. SDG,",SUR,CR,KALABURAGI,KARNATAKA,00:00,23:59,PRVT-SDNG,6.4,14.0,MECHANICAL,N,ACC,,,N,17.054692,76.99193
ZCT,ZUARI CEMENT LTD. TILATI,SUR,CR,SOLAPUR,MAHARASHTRA,,,PRVT-SDNG,2.6,4.0,MECHANICAL,N,ZUAR,ZCT,,N,17.503283,76.069078
BDNN,NEW BHADAN,EDFC,DFCR,FIROZABAD,UTTAR PRADESH,,,GOODS-SHED,5.9,,,,,,,,26.96820125,78.75238958
BPUN,NEW BHAUPUR JN.,EDFC,DFCR,KANPUR DEHAT,UTTAR PRADESH,,,GOODS-SHED,3.2,,,,,,,,26.47376327,80.05055869
DAQN,NEW DAUD KHAN,EDFC,DFCR,ALIGARH,UTTAR PRADESH,06:00,23:59,GOODS-SHED,1.7,,,,,,,,27.80404499,78.10276955
EKLN,NEW EKDIL,EDFC,DFCR,ETAWAH,UTTAR PRADESH,,,GOODS-SHED,2.2,,,,,,,,26.76310204,79.13424107
GLHN,NEW GULAOTHI,EDFC,DFCR,BULANDSHAHR,UTTAR PRADESH,00:00,23:59,GOODS-SHED,8.6,,,,,,,,28.61343692,77.79686953
GVGN,NEW MANDI GOBIND GARH,EDFC,DFCR,FATEHGARH SAHIB,PUNJAB,00:00,23:59,CRT,2.8,,,,,,,,30.65801073,76.31879283
KNNN,NEW KHANNA,EDFC,DFCR,LUDHIANA,PUNJAB,00:00,23:59,GOODS-SHED,9.3,,,,,,,,30.7321583,76.1758458
KNSD,NEW KANCHAUSI,EDFC,DFCR,KANPUR DEHAT,UTTAR PRADESH,,,GOODS-SHED,3.9,,,,,,,,26.58192163,79.66992914
KNZN,NEW KALANOUR,EDFC,DFCR,YAMUNANAGAR,HARYANA,06:00,23:59,GOODS-SHED,6.4,,,,,,,,30.08172971,77.34013517
KRJN,NEW KHURJA JN.,EDFC,DFCR,BULANDSHAHR,UTTAR PRADESH,06:00,23:59,GOODS-SHED,9.5,,,,,,,,28.177019,77.84294835
MNRN,NEW MAKKHANPUR,EDFC,DFCR,FIROZABAD,UTTAR PRADESH,06:00,23:59,GOODS-SHED,8.1,,,,,,,,27.11622576,78.47841723
PKYN,NEW PILKHANI,EDFC,DFCR,SAHARANPUR,UTTAR PRADESH,00:00,23:59,GOODS-SHED,8.5,,,,,,,,30.00844516,77.45181762
SMUN,DFCCIL BALLAST SIDING,EDFC,DFCR,PATIALA,PUNJAB,06:00,22:00,GOODS-SHED,1.0,,,,,,,,30.43912062,76.66578114
AELN,NEW ATELI,WDFC,DFCR,MAHENDRAGARH,HARYANA,,,GOODS-SHED,4.6,,,,,,,,28.11450314,76.30100195
BAGN,NEW BHAGEGA,WDFC,DFCR,SIKAR,RAJASTHAN,,,GOODS-SHED,5.4,,,,,,,,27.70130412,75.74630574
BGMN,NEW BANGURGRAM,WDFC,DFCR,AJMER,RAJASTHAN,,,GOODS-SHED,1.4,,,,,,,,26.14041932,74.3504284
BHUN,NEW BHANDU JN.,WDFC,DFCR,MAHESANA,GUJARAT,,,GOODS-SHED,7.6,,,,,,,,23.68489604,72.39150435
BNGS,"M/S SHREE CEMENT LTD SDG, BEAWAR",WDFC,DFCR,AJMER,RAJASTHAN,00:00,00:00,PRVT-SDNG,6.7,10.0,BOTH,N,IR,BNGS,,N,26.1085078,74.3145711
BNSN,NEW BANAS,WDFC,DFCR,SIROHI,RAJASTHAN,,,GOODS-SHED,8.8,,,,,,,,24.71382405,72.98997464
BRLN,NEW BIROLIYA,WDFC,DFCR,PALI,RAJASTHAN,,,GOODS-SHED,6.9,,,,,,,,25.19690683,73.21237129
CDQN,NEW CHADOTAR JN,WDFC,DFCR,BANAS KANTHA,GUJARAT,,,GOODS-SHED,6.7,,,,,,,,24.18607506,72.37348674
CMLK,M/S GREENFIELD PFT OF CONCOR NEEMRANA SERVED BY KATHUWAS,WDFC,DFCR,ALWAR,RAJASTHAN,09:00,17:00,PRVT-SDNG,4.5,6.0,MECHANICAL,Y,IR,,,N,28.129522,76.336069
CNLN,NEW CHANDAWAL,WDFC,DFCR,PALI,RAJASTHAN,,,GOODS-SHED,1.8,,,,,,,,25.92887793,73.84469633
CPFS,CONCOR PRIVATE FREIGHT TERMINAL,WDFC,DFCR,SIROHI,RAJASTHAN,,,PRVT-SDNG,1.2,,,,,,,,24.64187,72.92274
DBLN,NEW DABLA,WDFC,DFCR,MAHENDRAGARH,HARYANA,,,GOODS-SHED,7.2,,,,,,,,27.92343793,75.96644089
DGRN,DFCCIL GATI SHAKTI MULTI-MODAL CARGO TRML AT NEW REWARI,WDFC,DFCR,MAHENDRAGARH,HARYANA,,,GCT,1.6,,,,,,,,28.17903086,76.5494277
FLN,NEW PHULERA,WDFC,DFCR,JAIPUR,RAJASTHAN,,,GOODS-SHED,6.3,,,,,,,,26.873234,75.245876
GUSN,NEW GHUMASAN,WDFC,DFCR,MAHESANA,GUJARAT,06:00,22:00,GOODS-SHED,4.8,,,,,,,,23.34750967,72.46024816
HPRN,NEW HARIPUR,WDFC,DFCR,PALI,RAJASTHAN,,,GOODS-SHED,3.3,,,,,,,,26.00770075,74.00960074
JALN,NEW JAWALI,WDFC,DFCR,PALI,RAJASTHAN,,,GOODS-SHED,8.2,,,,,,,,25.4488683,73.38695275
KSGN,NEW KISHANGARH,WDFC,DFCR,JAIPUR,RAJASTHAN,,,GOODS-SHED,5.4,,,,,,,,26.55126178,74.79181512
KVJN,NEW KESHAV GANJ,WDFC,DFCR,SIROHI,RAJASTHAN,,,GOODS-SHED,2.6,,,,,,,,24.86216418,73.07532388
LCTS,"LAXMI CEMENT SDG, BANAS",WDFC,DFCR,SIROHI,RAJASTHAN,00:00,00:00,PRVT-SDNG,6.0,10.0,BOTH,N,IR,LCTS,,N,24.7135038,72.9890656
MJND,NEW MARWAR JN.,WDFC,DFCR,PALI,RAJASTHAN,,,GOODS-SHED,2.7,,,,,,,,25.70349069,73.59442232
PMPN,NEW PACHAR MALIKPUR,WDFC,DFCR,JAIPUR,RAJASTHAN,,,GOODS-SHED,6.5,,,,,,,,27.20753992,75.39891194
PNUN,NEW PALANPUR  JN.,WDFC,DFCR,BANAS KANTHA,GUJARAT,,,GOODS-SHED,8.8,,,,,,,,24.22945724,72.46270177
PRLN,NEW PRITHALA JS,WDFC,DFCR,FARIDABAD,HARYANA,06:00,23:59,GOODS-SHED,8.9,,,,,,,,28.24246604,77.28339551
REJN,NEW REWARI,WDFC,DFCR,MAHENDRAGARH,HARYANA,,,GOODS-SHED,7.7,,,,,,,,28.17712333,76.55073848
SAUN,NEW SANAND NORTH JN,WDFC,DFCR,MAHESANA,GUJARAT,06:00,22:00,GOODS-SHED,3.6,,,,,,,,23.08216902,72.41181862
SDHN,NEW SARADHNA,WDFC,DFCR,AJMER,RAJASTHAN,,,GOODS-SHED,6.3,,,,,,,,26.37309151,74.60308948
SIMN,NEW SHRI AMIRGADH,WDFC,DFCR,BANAS KANTHA,GUJARAT,,,GOODS-SHED,5.5,,,,,,,,24.40880596,72.65079471
SKNN,NEW SAKHUN,WDFC,DFCR,JAIPUR,RAJASTHAN,,,GOODS-SHED,5.7,,,,,,,,26.72243081,75.06477489
SMPN,NEW SHRI MANDHOPUR,WDFC,DFCR,SIKAR,RAJASTHAN,,,GOODS-SHED,3.9,,,,,,,,27.40901928,75.57608134
SRPD,NEW SWARUPGANJ,WDFC,DFCR,SIROHI,RAJASTHAN,,,GOODS-SHED,7.9,,,,,,,,24.64196356,72.92290854
UMND,NEW UMARDASHI,WDFC,DFCR,BANAS KANTHA,GUJARAT,,,GOODS-SHED,7.1,,,,,,,,24.06679401,72.41519793
UNCK,M/S ULTRA TECH NATHDWARA CEMENT LTD,WDFC,DFCR,SIROHI,RAJASTHAN,00:00,00:00,PRVT-SDNG,4.8,4.0,BOTH,N,IR,UNCK,,N,24.856534,73.071699
AUBR,ANUGRAHA NARAYAN ROAD,DDU,EC,AURANGABAD,BIHAR,,,CRT,6.6,2.0,MANUAL,N,IR,,,Y,24.855943,84.329619
BBU,BHABUA ROAD,DDU,EC,KAIMUR (BHABUA),BIHAR,06:00,18:00,GOODS-SHED,9.9,1.0,MANUAL,N,IR,,,Y,25.17314,83.61924444
BPCM,BHARAT PETRILEUM CORP. LTD. SIDING MUGHALSARAI,DDU,EC,CHANDAULI,UTTAR PRADESH,06:00,22:00,PRVT-SDNG,8.0,2.0,MECHANICAL,N,BPCL,,,Y,25.278539,83.11964
DDU,PT. DEEN DAYAL UPADHYAYA JUNCTION,DDU,EC,CHANDAULI,UTTAR PRADESH,06:00,18:00,CRT,4.9,2.0,MANUAL,N,IR,,,N,25.27902,83.120548
DGO,DURGAUTI,DDU,EC,KAIMUR (BHABUA),BIHAR,06:00,18:00,GOODS-SHED,4.6,,,,,,,,25.208148,83.538686
DOS,DEHRI-ON-SONE,DDU,EC,ROHTAS,BIHAR,06:00,22:00,GOODS-SHED,5.8,,,,,,,,24.91459111,84.18606222
GAYA,GAYA JN.,DDU,EC,GAYA,BIHAR,06:00,18:00,GOODS-SHED,9.9,1.0,MANUAL,Y,IR,,,N,24.804188,84.999504
IMGE,ISMAILPUR,DDU,EC,GAYA,BIHAR,06:00,18:00,GOODS-SHED,3.9,,,,,,,,24.815202,84.723731
JPL,JAPLA,DDU,EC,PALAMU,JHARKHAND,06:00,18:00,GOODS-SHED,1.2,1.0,BOTH,N,IR,,,N,24.538769,84.002666
KCLS,KCL SIDING SONENAGAR,DDU,EC,AURANGABAD,BIHAR,06:00,22:00,PRVT-SDNG,4.8,2.0,MANUAL,N,IR,,,N,24.882543,84.229603
KVQ,KOSIARA,DDU,EC,PALAMU,JHARKHAND,06:00,18:00,GOODS-SHED,1.8,1.0,BOTH,N,IR,,,N,24.477222,83.904658
MPO,MANPUR JN.,DDU,EC,GAYA,BIHAR,,,CRT,8.8,,,,IR,,,,24.80677333,85.04467733
NBCC,BHARTIYA RAIL BIJLEE COMPANY LIMITED,DDU,EC,AURANGABAD,BIHAR,,,PRVT-SDNG,4.5,1.0,MECHANICAL,N,IR,,,N,24.653804,84.093904
NBG,NABENAGAR ROAD,DDU,EC,AURANGABAD,BIHAR,06:00,18:00,GOODS-SHED,3.9,,,,,,,,24.65417556,84.09474667
NPGA,NABINAGAR SUPER THERMAL POWER STATION SIDING SRVD BY ANKORAH,DDU,EC,AURANGABAD,BIHAR,00:00,23:59,PRVT-SDNG,2.6,1.0,MECHANICAL,N,IR,,,N,24.761407,84.169779
PHE,PAHALEJA,DDU,EC,ROHTAS,BIHAR,06:00,22:00,CRT,8.1,3.0,MANUAL,Y,IR,,,N,24.932817,84.146147
PSE,PUSAULI,DDU,EC,KAIMUR (BHABUA),BIHAR,,,GOODS-SHED,1.8,1.0,MANUAL,N,IR,,,N,25.09718889,83.72293333
PSFI,"FCI SDG, GAYA",DDU,EC,GAYA,BIHAR,06:00,22:00,PRVT-SDNG,1.0,4.0,MANUAL,N,FCI,,,N,24.804188,84.999504
SEB,SON NAGAR JN.,DDU,EC,AURANGABAD,BIHAR,06:00,18:00,GOODS-SHED,2.2,1.0,MANUAL,,IR,,,Y,24.882543,84.229603
SSM,SASARAM,DDU,EC,ROHTAS,BIHAR,06:00,18:00,GOODS-SHED,5.0,,MANUAL,N,IR,,,N,24.95638667,84.01891556
ACSK,ANGARPATHRA COLLIERY SIDING KATRASGARH,DHN,EC,DHANBAD,JHARKHAND,,,PRVT-SDNG,1.4,2.0,MECHANICAL,N,BCCL,,,N,23.795987,86.302629
AFSN,ALMOHRI WHARFWALL NCL SIDING,DHN,EC,SONBHADRA,UTTAR PRADESH,06:00,18:00,PRVT-SDNG,6.0,,,,,,,,24.122534,82.705393
ATPS,"ANPARA THERMAL POWER STATION SDG, KRISHNA SHILA",DHN,EC,SONBHADRA,UTTAR PRADESH,00:00,23:59,PRVT-SDNG,5.5,4.0,MECHANICAL,N,UPEB,BCSK,,Y,24.1545854,82.7680564
BCBM,BALUMATH CCL SIDING,DHN,EC,LATEHAR,JHARKHAND,06:00,22:00,PRVT-SDNG,2.9,4.0,MECHANICAL,N,IR,,,N,23.681158,84.740124
BCFG,GRASIM INDUSTRIES LIMITED,DHN,EC,PALAMU,JHARKHAND,00:00,23:59,PRVT-SDNG,4.1,2.0,MECHANICAL,Y,IR,,,Y,24.214639,83.885336
BCSK,BINA COLLERY SIDING,DHN,EC,SONBHADRA,UTTAR PRADESH,,,PRVT-SDNG,3.3,3.0,MECHANICAL,N,NCL,KRLR,,N,24.1545854,82.7680564
BCSR,BACHRA SDG AT RAY,DHN,EC,CHATRA,JHARKHAND,00:00,23:59,PRVT-SDNG,8.1,2.0,MECHANICAL,N,IR,,,N,23.689962,85.077696
BES,BES,DHN,EC,KODERMA,JHARKHAND,06:00,18:00,GOODS-SHED,5.3,4.0,,N,IR,,,N,23.90559,85.32434
BHKD,BHURKUNDA,DHN,EC,RAMGARH,JHARKHAND,06:00,18:00,CRT,5.5,,MECHANICAL,N,IR,,,N,23.63711111,85.37208333
BIRT,BIRATOLI,DHN,EC,LATEHAR,JHARKHAND,06:00,22:00,GOODS-SHED,3.3,4.0,BOTH,N,IR,,,N,23.681158,84.740124
BLBT,"BIRATOLI, LINE NO.1",DHN,EC,LATEHAR,JHARKHAND,06:00,22:00,GOODS-SHED,5.5,1.0,BOTH,N,IR,,,N,23.681158,84.740124
BLCB,BALUMATH LINE NO-1 CCL SIDING,DHN,EC,LATEHAR,JHARKHAND,06:00,22:00,PRVT-SDNG,5.0,4.0,MECHANICAL,N,IR,,,N,23.681158,84.740124
BLCC,"BUKRU, LINE NO. 1 CCL SIDING",DHN,EC,LATEHAR,JHARKHAND,06:00,22:00,PRVT-SDNG,1.1,4.0,BOTH,N,IRCO,,,N,23.681158,84.740124
BLCL,"BUKRU, LINE NO. 4 CCL SIDING",DHN,EC,LATEHAR,JHARKHAND,06:00,22:00,PRVT-SDNG,5.5,4.0,MECHANICAL,N,IR,,,N,23.681158,84.740124
BNDG,BANDAG SIDING,DHN,EC,HAZARIBAGH,JHARKHAND,06:00,18:00,RLY-SDNG,4.7,2.0,MANUAL,N,IR,,,N,23.995,85.3667
BNF,BANDHUA,DHN,EC,GAYA,BIHAR,06:30,18:30,GOODS-SHED,9.5,,MANUAL,N,IR,,,N,24.752353,85.066277
BRMO,BERMO,DHN,EC,BOKARO,JHARKHAND,06:00,22:00,GOODS-SHED,2.9,2.0,BOTH,N,IR,,,N,23.772778,85.956173
BSDC,BIRDS SOUNDA-D COLLIERY SIDING PATRATU,DHN,EC,RAMGARH,JHARKHAND,00:00,23:59,PRVT-SDNG,3.4,2.0,MECHANICAL,N,IR,,,N,23.667324,85.306177
BTPB,"BOKARO THERMAL POWER SDG, BERMO",DHN,EC,BOKARO,JHARKHAND,00:00,23:59,PRVT-SDNG,8.4,2.0,BOTH,N,DVC,,,Y,23.772778,85.956173
BWWL,BINA WHRFWALL SIDING,DHN,EC,SONBHADRA,UTTAR PRADESH,,,PRVT-SDNG,1.7,1.0,MECHANICAL,N,NCL,BCSK,,N,24.1545854,82.7680564
BXLL,BILLI JN.,DHN,EC,SONBHADRA,UTTAR PRADESH,,,GOODS-SHED,7.6,2.0,MECHANICAL,N,IR,RNQ,,N,24.461937,83.019173
CCSP,CHASNALA COLLIERY SIDING PATHERDIH,DHN,EC,DHANBAD,JHARKHAND,00:00,23:59,PRVT-SDNG,5.6,2.0,MANUAL,N,TAFE,,,N,23.6751946,86.4342302
CCSR,CHURI SDG AT RAY,DHN,EC,RANCHI,JHARKHAND,00:00,23:59,PRVT-SDNG,1.5,2.0,MECHANICAL,N,IR,,,N,23.689962,85.077696
CHRI,CHARHI,DHN,EC,HAZARIBAGH,JHARKHAND,06:00,22:00,GOODS-SHED,5.1,4.0,MECHANICAL,N,IR,,,N,23.8422,85.44182
CKWP,C K WEST COLLIERY SIDING PATHERDIH,DHN,EC,DHANBAD,JHARKHAND,00:00,23:59,PRVT-SDNG,7.5,2.0,MANUAL,N,BCCL,,,N,23.6751946,86.4342302
CNPR,CHAINPUR,DHN,EC,RAMGARH,JHARKHAND,,,GOODS-SHED,2.6,7.0,MANUAL,N,IR,,,N,23.730227,85.583352
CNPR,CHAINPUR,DHN,EC,RAMGARH,JHARKHAND,,,GOODS-SHED,9.3,7.0,MANUAL,N,IR,,,N,23.730227,85.583352
CSCP,CENTRAL SOUNDA COLLIERY SIDING PATRATU,DHN,EC,RAMGARH,JHARKHAND,00:00,23:59,PRVT-SDNG,5.0,2.0,MECHANICAL,N,IR,,,N,23.667324,85.306177
